ENGINE_RUN_TIME,ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,FUEL_AIR_COMMANDED_EQUIV_RATIO,ABSOLUTE_BAROMETRIC_PRESSURE,RELATIVE_THROTTLE_POSITION,INTAKE_AIR_TEMP,TIMING_ADVANCE,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,CONTROL_MODULE_VOLTAGE,COMMANDED_EVAPORATIVE_PURGE,TIME_RUN_WITH_MIL_ON,TIME_SINCE_TROUBLE_CODES_CLEARED,DISTANCE_TRAVELED_WITH_MIL_ON,WARM_UPS_SINCE_CODES_CLEARED,timestamp
1732,1273.25,28,18.431372,26.274509,87,-2.34375,3.125,28.0,28.627451,50.588234,16.078432,31.764706,18.431372,0,102,0.0,49,4,509.099976,381.700012,13.593,34.117645,0,9156,0,255,3/7/2025
113,860.0,0,18.82353,36.862743,54,24.39788818598869,-4.6875,65.76761256508773,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0.0,30,5,409.899994,120.5,13.964,0.0,0,9129,0,255,3/7/2025
1074,2018.75,57,18.82353,27.450981,86,1.5625,-1.5625,28.0,32.941177,50.196079,16.078432,31.764706,18.431372,0,102,0.0,43,29,604.099976,475.200012,13.75,50.588234,0,9145,0,255,3/7/2025
272,863.25,0,18.82353,38.039215,83,34.23334194260737,-3.125,72.88892764617933,30.196079,47.843136,16.078432,31.764706,18.82353,0,100,0.0,34,1,534.099976,384.799988,13.847,0.784314,0,9132,0,255,3/7/2025
1555,1502.25,42,19.607843,31.372549,86,0.78125,-2.34375,33.0,30.980392,52.549019,22.352942,38.431374,20.0,0,102,1.176471,50,24,529.599976,394.600006,13.671,67.84314,0,9154,0,255,3/7/2025
1135,903.0,0,18.431372,36.470589,88,-2.34375,0.78125,38.0,30.980392,50.588234,16.078432,31.764706,18.431372,0,102,0.0,46,-4,519.599976,415.100006,13.574,40.392159,0,9146,0,255,3/7/2025
616,888.25,11,16.470589,26.274509,88,-2.34375,1.5625,26.0,36.07843,48.235294,16.078432,31.764706,16.470589,0,101,0.0,44,2,517.200012,403.899994,13.652,17.254902,0,9138,0,255,3/7/2025
1537,1500.75,42,18.82353,32.156864,86,0.78125,2.34375,33.0,32.156864,52.941177,20.784313,36.470589,20.392157,0,102,1.568627,50,24,537.299988,400.200012,13.574,0.0,0,9153,0,255,3/7/2025
185,1596.75,45,21.960785,42.35294,71,-1.5625,-2.34375,45.0,38.039215,54.509804,21.960785,38.039215,21.960785,0,100,2.745098,31,21,547.700012,322.5,13.925,0.0,0,9131,0,255,3/7/2025
413,1456.25,42,20.0,34.117645,87,0.78125,-2.34375,35.0,39.215687,52.941177,20.0,36.07843,20.392157,0,100,2.745098,38,22,567.299988,428.299988,13.691,17.647058,0,9134,0,255,3/7/2025
478,1239.75,16,23.137255,61.960785,88,-3.125,-4.6875,66.0,38.431374,52.941177,23.921568,39.607841,20.392157,0,101,1.568627,41,5,534.099976,395.5,13.691,15.294118,0,9136,0,255,3/7/2025
469,946.75,0,18.431372,35.686275,88,-2.34375,1.5625,37.0,40.784313,48.627453,16.078432,31.764706,16.862745,0,101,0.0,41,1,540.099976,402.100006,13.632,23.921568,0,9135,0,255,3/7/2025
1883,1665.5,36,18.431372,32.941177,87,-2.34375,3.125,26.0,29.411764,50.588234,16.078432,31.764706,18.82353,0,102,0.0,50,24,516.599976,389.700012,13.574,43.529411,0,9159,0,255,3/7/2025
1079,2162.5,62,21.960785,16.862745,86,-2.34375,0.0,19.0,32.941177,50.196079,16.078432,31.764706,18.431372,0,102,0.0,44,16,601.400024,473.299988,13.71,72.549019,0,9146,0,255,3/7/2025
1928,1663.25,25,20.392157,24.705883,87,-2.34375,0.0,23.0,27.058823,56.07843,24.313726,40.0,22.352942,0,102,5.490196,50,19,538.5,399.5,13.574,99.607841,0,9160,0,255,3/7/2025
1814,1720.25,38,18.82353,26.274509,86,-2.34375,0.0,23.0,30.196079,50.980392,16.078432,31.764706,18.82353,0,102,0.0,50,13,517.599976,386.0,13.554,0.0,0,9158,0,255,3/7/2025
